,State,Country,Region,sarimaI_CC,sarimaI_F,HWI_CC,HWI_F,LRI_CC,LRI_F,LGBMI_CC,LGBMI_F,PROPHET_CC,PROPHET_F
18532,,MS Zaandam,MS Zaandam,0.0,0.0,7.9365079365079385,2.380952380952381,0.0,0.0,0.0,0.0,4.4973544973544985,0.0
18645,,Madagascar,Madagascar,5.600893162370714,,5.676343391659203,,14.067878392994725,,9.246493097301482,,10.05959991946689,
18758,,Malawi,Malawi,29.912688031946686,19.819819819819813,20.50220750666078,5.405405405405405,28.583244533047818,19.819819819819813,29.912688031946686,19.819819819819813,15.529250691877506,inf
18871,,Malaysia,Malaysia,0.44717757648277323,1.9554856721744915,1.7870793405361167,3.5457315314981863,0.9507027179306018,0.8806334697295346,6.644634642150078,7.148828353073918,11.620730175033223,10.773375750023954
18984,,Maldives,Maldives,23.182200375955926,100.0,19.564616794079967,100.0,25345.07755490456,100.0,44.84169569835443,100.0,55.15397681258277,100.0
19097,,Mali,Mali,8.305162823263204,23.726693576308307,4.462820476179547,12.349717777889913,10.870978618618976,21.45217644574281,29.20365858601961,25.506258542369547,26.81202386527372,11.247793981036617
19210,,Malta,Malta,2.112624762236999,17.222222222222225,0.9024520731277405,13.981481481481481,2.4910279864301335,11.620370370370374,5.1043238010822,17.222222222222225,24.269917894078123,inf
19323,,Mauritania,Mauritania,5.667989417989418,1.1904761904761905,3.8010204081632657,1.1904761904761905,5.667989417989418,1.1904761904761905,5.667989417989418,1.1904761904761905,4.4812925170068025,1.1904761904761905
19436,,Mauritius,Mauritius,1.2768222648636127,4.047619047619048,2.7683547301928852,7.486772486772486,4.976974181132888,1.9047619047619047,0.616497795366714,4.047619047619048,30.916675180954574,12.82690854119426
19549,,Mexico,Mexico,21.021811524839787,21.57743116065644,19.854809283174276,20.31005057112615,9.476399835194648,11.925620979928143,37.922435572428846,41.81702639122163,29.295346594163092,37.82222178157085
19662,,Moldova,Moldova,5.65679936518641,8.382336849544714,2.61996863315359,4.895568948305819,1.5393854238784435,5.396144011678566,19.9254355326164,23.228299567855927,1.5561140521199028,12.646370329660526
19775,,Monaco,Monaco,0.29944653299916457,12.5,0.0754545939316376,6.547619047619048,0.3746622762580209,12.5,0.5487677527151213,12.5,22.89180573777911,25.79365079365079
19888,,Mongolia,Mongolia,9.880173858987467,,5.32160550155232,,42.18501867722211,,9.880173858987467,,17.02216971132146,
20001,,Montenegro,Montenegro,0.622837249985482,10.453514739229023,1.0033975789442797,3.616780045351474,5.795827288270843,11.111111111111109,2.3287787967434337,16.250944822373395,24.503442873507662,9.819538926681782
20114,,Morocco,Morocco,7.821751702212564,3.5852841158703157,2.773232492650767,4.28588425474212,43.91460149922876,86.86409856096343,21.24266787818223,9.674371584376495,10.764244959648227,20.513762834050485
20227,,Mozambique,Mozambique,11.163596582124887,,6.97212942206286,,12.565800538422106,,25.21461435711419,,18.373625559881933,
20340,,Namibia,Namibia,0.0,,0.0,,0.0,,0.0,,9.289965986394558,
20453,,Nepal,Nepal,9.227729910140487,,10.11791973604496,,270.3777238037682,,29.960850210614332,,36.332139997861546,
20566,Aruba,Netherlands,"Aruba, Netherlands",0.6179272566431901,8.045977011494251,3.644565634766718,60.91954022988505,7.945632044795052,0.0,1.7772277227722781,8.045977011494251,21.097349118560714,inf
20679,"Bonaire, Sint Eustatius and Saba",Netherlands,"Bonaire, Sint Eustatius and Saba, Netherlands",5.158730158730158,,15.873015873015875,,151839.92063492068,,5.158730158730158,,9.603174603174603,
20792,Curacao,Netherlands,"Curacao, Netherlands",5.952380952380952,0.0,1.9345238095238095,0.0,5.952380952380952,0.0,5.952380952380952,0.0,8.93585581085581,0.0
20905,Sint Maarten,Netherlands,"Sint Maarten, Netherlands",12.225968993573492,9.107360893075176,21.242504088921446,4.996947496947496,148.44023501295652,108.46692989550131,5.598991057224959,13.041323755609465,24.005025555483414,24.611691218834082
21018,,Netherlands,Netherlands,6.804227983490964,2.292836751440132,9.088464417810961,3.261978414128598,19.647239451211266,13.255073060727998,9.54289029617737,13.055288933575696,9.095581383762562,7.284049979748485
21131,,New Zealand,New Zealand,2.170707559091763,10.183365743958406,2.8944920013943927,6.664426004319857,2.693318001850768,17.36769651630333,1.8208334600384153,20.190030128110628,23.34786413344321,40.610014177019906
21244,,Nicaragua,Nicaragua,12.771968111253825,24.36507936507936,4.222353043781614,23.769841269841262,45.10248283462569,19.861111111111114,15.762788798503083,24.36507936507936,5.672706261991975,31.90476190476189
21357,,Niger,Niger,2.684650792030483,10.401209006097128,7.542721423917928,2.769470432066168,11.137376153489626,10.530142451076955,6.873295316418034,21.438981959636802,35.64372416293748,15.4163912921829
21470,,Nigeria,Nigeria,19.388427389127997,21.572845027430375,16.966196048768825,17.87011252527732,69.27617760351691,75.39621054900401,36.0465240367073,34.70778888474196,37.195385167124115,36.31544024184302
21583,,North Macedonia,North Macedonia,1.7422918412289694,11.727684181623557,13.8289168141933,2.3553427621649345,25.14192386780466,10.346312434224425,9.915210737171638,17.391072891377345,12.089845423493308,7.229389590029037
21696,,Norway,Norway,0.7916665177308226,3.7768604326618513,1.2055813339579822,3.3439216172451323,2.5316677378881023,5.289795141738929,4.96999597166863,11.743729401971056,7.271762238654206,16.243231299430196
21809,,Oman,Oman,6.175008403051896,3.1562269429916494,2.536128421328972,4.2834453128570775,9.297158362608023,18.45892902615592,25.996003221170493,21.927575420222478,19.867027670789334,15.316348178743134
21922,,Pakistan,Pakistan,12.636177620027652,13.014670615329171,11.67169971277245,10.086966157847103,18.890667528077383,12.921493032162381,28.50962732791899,30.663211979724498,21.346027348986983,27.95531268612456
22035,,Panama,Panama,17.05621386664417,5.391652308911472,4.952446749742665,1.212125143623972,2.7634842836906044,2.792180378343101,19.63690906245571,20.09170767960969,2.8025673497222425,4.925384048304165
22148,,Papua New Guinea,Papua New Guinea,6.547619047619048,,9.821428571428571,,14903.869047619048,,6.547619047619048,,30.4421768707483,
22261,,Paraguay,Paraguay,15.34364658550548,8.956228956228959,12.747123983612143,6.729196729196728,11.365292938023753,21.420755170755168,20.40992396663351,8.956228956228959,14.476822064260558,21.13335738335738
22374,,Peru,Peru,17.901071439838397,10.161625552136819,15.52039580485976,6.204000390908275,8.091796488407404,11.840769926897954,31.229756829073054,33.22397270700287,27.66360924120943,31.61599600864409
22487,,Philippines,Philippines,2.3384326060637624,9.513976968052337,1.767571589586604,1.5037166617896753,1.3372344983250906,1.6827066605090084,15.607323821240074,16.25796008354773,1.5523775682500547,7.471479680389663
22600,,Poland,Poland,6.031641045708786,10.930675931063215,7.816831475940404,6.340121446445515,33.89765073095197,16.615491046531993,16.070472936591628,23.26525334224768,1.7720708820987356,6.0986769747913
22713,,Portugal,Portugal,0.9040240649181596,2.3643649578193666,4.022606423614028,3.6812874021450384,9.122159578111155,3.1241006646543563,10.656776873833696,15.274218235380324,9.874971537467966,5.468323101565549
22826,,Qatar,Qatar,16.860234729789045,9.117099831385545,13.69816293348195,2.8533635676492817,27.897858311890417,114.98895284609571,32.130717211095245,16.161404732833308,26.575126038012176,9.014259549973836
22939,,Romania,Romania,2.1786234592611335,6.0202949557775245,1.9874286617385446,3.2283346792434866,10.967984804668262,2.5628513686099583,16.511529466157633,21.100397733106316,1.9141492788347387,4.708595641926285
23052,,Russia,Russia,5.310114467560494,11.817035510505407,5.306900050378373,9.93963251589789,80.38374514789236,68.10419557654745,33.41187371209148,35.27656994834245,39.68115387907134,44.55110265078972
23165,,Rwanda,Rwanda,11.336386523266743,,11.24890804401336,,11.71438691326207,,18.952145122886645,,9.825386997380575,
23278,,Saint Kitts and Nevis,Saint Kitts and Nevis,3.8095238095238093,,12.380952380952381,,3.8095238095238093,,3.8095238095238093,,15.924036281179138,
23391,,Saint Lucia,Saint Lucia,5.485527544351075,,5.242763772175537,,5.485527544351075,,5.485527544351075,,3.1725681725681723,
23504,,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,12.318081078585278,,2.055322128851541,,12.318081078585278,,12.318081078585278,,32.525798781050874,
23617,,San Marino,San Marino,7.23529376777906,0.993105810178981,6.93899579160354,7.6786458798653925,32.93811438667697,51.621735310759696,10.399772920026122,2.388211382113822,4.9669498109961765,8.980385344508978
23730,,Sao Tome and Principe,Sao Tome and Principe,35.812288475384165,100.0,35.084909466410664,100.0,35.812288475384165,100.0,35.812288475384165,100.0,inf,100.0
23843,,Saudi Arabia,Saudi Arabia,7.104818751571969,13.470619683177498,5.061903770125414,5.817591430609909,114.76732117042201,210.6122379298886,32.46318820624269,23.65130498925054,32.67083251123513,11.270724710977714
23956,,Senegal,Senegal,25.8436743024017,33.72670730255869,25.223584246436392,33.05313091580229,21.62509554381417,29.733292409099576,32.55543276959064,38.56884000072855,28.505824694635507,36.391106395529214
24069,,Serbia,Serbia,4.480822882962388,1.4832215264952617,7.968465050620354,4.683835688465525,19.048435329982702,15.29435232295904,15.742260498703814,17.214491084501255,7.5532470044771145,2.72517320644517
24182,,Seychelles,Seychelles,0.0,,1.9480519480519483,,0.0,,0.0,,6.493506493506492,
24295,,Sierra Leone,Sierra Leone,30.294778679396956,100.0,18.28510984125133,100.0,8207.532905117581,100.0,39.909831362866576,100.0,54.77429501580361,100.0
24408,,Singapore,Singapore,9.177773657135035,16.27826130452181,6.074300192749971,4.010829079106391,96.81824027959523,222.07798523449785,32.87259827384019,16.27826130452181,36.30506165752251,5.4434652648938355
24521,,Slovakia,Slovakia,5.48059956016669,16.627746940132766,19.88888043080827,17.055220375370176,70.26313968159195,24.86530772799193,9.145512855201313,23.79053647741992,10.848177434527182,44.26162612382319
24634,,Slovenia,Slovenia,1.371516636770566,13.162620869756978,4.498934458395408,20.049182928322715,10.954501513963837,2.149731145908393,3.5328056283559564,10.294910531510995,11.316699874485774,15.609673004657104
24747,,Somalia,Somalia,19.550515292535533,40.78366791753046,16.25129220788855,28.874371392483035,118.98737718783363,124.48139109185523,39.79306922344366,45.90045041959841,82.98095599920084,inf
24860,,South Africa,South Africa,10.091140516863534,27.230121070597384,10.267877231445546,11.989781467308726,8.423583418199076,4.281907238681103,25.89818179172771,28.623027284966724,20.785927202926953,22.95037670294604
24973,,South Sudan,South Sudan,41.53715217799936,,41.53715217799936,,41.53715217799936,,41.53715217799936,,inf,
25086,,Spain,Spain,11.34977204141503,2.1192838923537276,11.404817984320612,1.2669378379456586,21.93319528057295,14.064388983917054,4.390140280581243,9.219564780194608,12.774408048933013,10.526336664478443
25199,,Sri Lanka,Sri Lanka,24.494088806006488,5.05952380952381,20.978383776670125,5.05952380952381,14.741681286196046,31.495653817082385,30.45707292797838,5.05952380952381,26.11889892736085,24.18272864701436
25312,,Sudan,Sudan,37.19844972345556,36.30349114377095,35.147935090081674,20.39722502636881,186.5441833272961,599.6920032066821,45.74747300980664,36.30349114377095,57.297232704973645,52.13547218482981
25425,,Suriname,Suriname,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf
25538,,Sweden,Sweden,4.128710359446424,19.48705300970555,0.5227181320038822,14.692330525013583,12.122615345482338,6.4349006397735415,17.639607770498213,22.00359926376201,2.9307723663361136,6.3975674160143745
25651,,Switzerland,Switzerland,2.5444831538839705,1.9087264085309184,4.591060299256678,4.074042013258778,6.881967613077958,2.381419186365554,3.3974689401331575,10.409708422690246,12.073835851706438,12.518437344946944
25764,,Syria,Syria,13.597217501755562,18.253968253968246,23.89568506625126,17.460317460317462,27.685314400563215,39.682539682539684,6.41826535916272,0.0,18.70840661324726,19.841269841269835
25877,,Taiwan*,Taiwan*,19.3463824183246,1.0204081632653061,21.86213264819482,6.235827664399092,31.974903769930975,32.596371882086174,1.715846510473628,1.0204081632653061,4.315056015450391,7.766439909297052
25990,,Tanzania,Tanzania,9.891149412391995,14.664115646258505,7.960855027861312,6.801303854875283,188.08457320878898,212.74801587301587,31.97617996811933,28.00595238095237,49.52807231566676,34.44302721088435
26103,,Thailand,Thailand,3.0087992417193723,4.305678747489514,4.161275277348333,3.1238313035872483,4.832501491145699,1.9142598940858668,3.470110209122991,6.500166013421313,12.014850930216696,25.531790501280344
26216,,Timor-Leste,Timor-Leste,9.29637994855386,,34.25246251333207,,1543.9448836187967,,11.487546270154967,,72.88604003420937,
26329,,Togo,Togo,16.006594775893536,20.29306672163815,10.586456409281267,8.011063011063012,10.456862682745127,15.700886415172127,16.006594775893536,20.29306672163815,10.938505253600995,17.872603586889298
26442,,Trinidad and Tobago,Trinidad and Tobago,0.8220889555222387,0.0,3.1223705190011506,0.0,0.8220889555222387,0.0,0.8220889555222387,0.0,9.379023754253012,23.39285714285714
26555,,Tunisia,Tunisia,5.06926050417614,2.556230743072635,7.741543012457222,12.218682976186845,9.781242012756605,11.537980876967522,5.97555878592076,4.4785544250741545,12.387246041120035,24.732644132167795
26668,,Turkey,Turkey,6.507699006797055,5.7419987419527265,6.552702919075967,6.5492651539163145,13.148269123785173,5.369393352636741,15.712692749607795,19.86556285981224,8.087135425119667,4.9618667906867815
26781,Alabama,US,"Alabama, US",7.1167099583593325,4.473341596935032,3.6920122385249465,3.7160188089682724,1.1471558704908862,7.868552679580613,19.075954496169338,23.81884313964442,2.684335529855365,11.146715797712451
26894,Alaska,US,"Alaska, US",4.461334742755128,1.9047619047619047,5.739716929826627,13.095238095238098,6.273601468132435,11.878306878306882,6.185714397608371,1.9047619047619047,18.574935143177512,36.004346182917615
27007,Arizona,US,"Arizona, US",11.349008925507437,7.118554610015301,3.9294982808019707,8.706289845672806,15.501085439867973,6.7766024695370515,20.757188388727975,25.265724619299796,8.93443989319474,12.172637980616885
27120,Arkansas,US,"Arkansas, US",15.275823140769717,14.099574866166787,13.594473053088999,12.336523155319655,13.16724540445931,9.83972873394905,24.743111039168905,21.630854745930023,10.63645139259988,8.010370082288368
27233,California,US,"California, US",8.054001808051787,10.525972587005898,6.880283749903642,5.482844932438737,4.621707291053018,7.7052897215034495,21.47928530227899,23.363017799189638,6.860688968108142,11.846962872377514
27346,Colorado,US,"Colorado, US",15.93896628759412,11.082269354138646,3.5755647641355885,8.08789627014814,24.913457833314418,17.43469513270377,19.99627574886298,25.048749577113327,6.808312715553696,10.621055059719698
27459,Connecticut,US,"Connecticut, US",18.363360776087767,23.479399181906345,2.362646743557507,10.281192292129312,3.131080594528446,13.521085867710426,19.912319187523643,27.71642291162279,3.8023793363265037,19.1083467425751
27572,Delaware,US,"Delaware, US",25.35377676378257,26.268746597255216,6.216594351999779,14.252184400148959,5.5885253123103595,14.272841803380535,25.35377676378257,30.088178682553547,9.895845080842697,25.5450004304041
27685,District of Columbia,US,"District of Columbia, US",3.285059884976696,20.207666039463383,1.4412332122205151,13.800135882284339,23.667783633430385,7.7675063358771546,21.302950842467386,30.287650291246038,6.059850699106856,24.89008974738958
27798,Florida,US,"Florida, US",1.7211824974286114,6.365968873739877,4.224287630654522,2.2118256746120055,7.290229911294441,6.44823737416497,13.42865164270616,22.022304906387046,7.631722442301586,6.621531253159546
27911,Georgia,US,"Georgia, US",13.79462596419961,17.085334499680986,0.9920766096087691,4.0885158317933845,2.4036738673211535,3.6787876270572077,17.981757282136073,21.65199355245606,2.4514001568378725,5.00814828114999
28024,Guam,US,"Guam, US",2.7742731044932505,0.0,1.6154130289527824,15.238095238095239,2.6908408336819716,0.0,3.3074677091082507,0.0,20.838139695010938,19.523809523809522
28137,Hawaii,US,"Hawaii, US",8.957711072767681,13.360568586408919,13.862211489642537,4.825250613065739,31.788825664046588,9.981062937995711,3.276045603506243,18.714280584028494,20.26727491014485,12.277043295950858
28250,Idaho,US,"Idaho, US",4.295419897443661,13.487462418294077,0.7803927404716067,7.8279255895050355,6.857153149362253,3.0220423891310078,9.713574090477065,15.287466927827648,11.651581910786907,15.330390664638063
28363,Illinois,US,"Illinois, US",21.91586484481965,6.29846678224083,7.628925350330332,3.1079408750195903,1.575336946885559,1.9208310074645705,24.061213514566944,25.168504842904017,10.720036554486809,13.912030411822872
28476,Indiana,US,"Indiana, US",5.292294291768263,20.662877821506257,2.1005526068999827,15.037574197833115,20.17584098552762,9.582364586708739,20.833281069310335,25.038245124905227,5.325593174670479,11.321571562062223
28589,Iowa,US,"Iowa, US",10.045764265062422,12.337284874989008,7.014710943535708,8.527385722787697,52.797033263587245,72.70588830929705,32.54277269165581,28.662200052417013,28.689730732037695,21.471309868716894
28702,Kansas,US,"Kansas, US",18.194817511237527,1.30947598070766,17.23859746959246,3.4544275949127776,6.56681324960681,33.44508206155233,30.332193000497377,19.006233929811344,21.124519189542294,6.071656108427455
28815,Kentucky,US,"Kentucky, US",3.099913955980981,2.1973007943587928,1.1236158483302636,2.6202090715337767,94.89149332825131,97.31067119403282,21.197697201481468,22.00522704621217,9.859303416924286,4.259059523913272
28928,Louisiana,US,"Louisiana, US",7.164804176013272,10.439680464749568,0.6776170877666642,1.6200412487080669,3.070615419712481,8.427340525806322,9.106606932922814,17.900184809770188,19.434639392559934,4.2498597276092465
29041,Maine,US,"Maine, US",5.654091902190555,11.138672438354698,2.278375156080501,7.107334185708357,1.786195381800685,7.387876121376055,13.281285692694448,20.114669363436064,5.096796656560071,8.77136340780731
29154,Maryland,US,"Maryland, US",9.327345549842656,16.673043700758974,6.182065434028821,11.733143467562005,0.8120645829456227,15.422133252221606,23.791738475475892,32.67154620776919,8.930450511855756,29.952775421836776
29267,Massachusetts,US,"Massachusetts, US",5.734701688000309,1.0405134771666926,2.5487270188630435,7.354717706460198,17.263069417485568,5.621823010021954,21.054645725905136,27.8545850850038,5.879791404448503,27.05624045788776
29380,Michigan,US,"Michigan, US",4.34334783689614,3.52363704641214,2.2947292814617724,1.8948231326622051,1.2620865204026908,9.103413459041544,13.271098168091866,19.856900904737422,10.046203312190158,4.3458651149505485
29493,Minnesota,US,"Minnesota, US",16.839294053890345,16.03098287810202,16.27284991300286,11.53901862555798,36.05579688874144,37.68687677056503,30.26284150995229,33.05970198236857,24.783249724397756,31.171610330831314
29606,Mississippi,US,"Mississippi, US",2.150168068379446,7.138901422356596,1.0327533488228866,4.564435823963301,20.49536839295824,12.826779994341372,21.58384924773018,24.18327387583896,8.729240236493336,10.442925096276293
29719,Missouri,US,"Missouri, US",0.9676589413258758,12.742756107450687,0.7917884786526035,5.810572174712696,1.4854277073762316,11.026393183012564,16.164697421542456,24.185005482443493,5.031790910051605,7.769657715613118
29832,Montana,US,"Montana, US",6.761755578191932,18.664965986394556,7.282479862415244,5.724206349206348,9.16696829557811,10.938208616780043,2.325255837922245,18.664965986394556,21.504926776275436,20.642006802721088
29945,Nebraska,US,"Nebraska, US",13.860139635341886,17.54934407430036,8.46582630823965,13.805792035130862,375.61727070991833,625.4569789486675,35.07858233018278,31.354376681936447,34.40918701350508,23.18914064421711
30058,Nevada,US,"Nevada, US",1.0300194073573326,4.68711382547796,2.1298426563925443,1.4153090751418544,3.9667748364469393,2.4639539187657036,15.377302727807656,19.00116755464959,3.312144193529052,3.803604682520551
30171,New Hampshire,US,"New Hampshire, US",20.955676113788048,26.648292115198757,2.244199043263448,12.798635157672525,29.560013689755415,9.893844502307383,21.13536337572802,27.374968269463384,9.843222330052141,13.687011267279567
30284,New Jersey,US,"New Jersey, US",3.647028524571079,4.731740446841169,3.667898245738871,4.105374520607088,10.60769779419584,2.0065729627316617,15.789124268955025,21.386283684362308,4.126225203058241,8.040857850947752
30397,New Mexico,US,"New Mexico, US",8.930341502647773,9.061320453707928,6.620381457921057,4.004695428226163,28.481410440685256,12.873110379404947,25.146057842344593,30.152291762849217,13.098892397178624,31.07379262153909
30510,New York,US,"New York, US",1.4066126384829447,8.376148361963072,7.03655294848597,20.0756066816709,14.266299052173453,10.224680027773594,10.291576571421796,12.754381560468545,11.219814989017143,13.926600765134417
30623,North Carolina,US,"North Carolina, US",4.410603969208759,18.436716639488544,3.710856145702421,6.6715834778792145,2.84107085283051,7.631768570837661,21.533444734134168,27.429129250063376,7.092132864779907,20.383486921191167
30736,North Dakota,US,"North Dakota, US",5.788793087155475,32.26757608721777,21.967741525028842,24.49802610931071,777.476374489387,499.3480475066707,24.54701863366086,32.26757608721777,22.554447650575142,23.216708491968042
30849,Ohio,US,"Ohio, US",23.572804152439343,19.66311543305338,26.43303372034584,10.538395620310725,282.940222173407,195.58025702177463,21.083501303842063,27.35434595789872,13.234848922421063,16.127294122302615
30962,Oklahoma,US,"Oklahoma, US",5.6769018339708435,17.975004171375005,4.858868331228618,5.008119296732572,4.4493372002718745,8.945695590362908,17.128536352738788,20.4663256161369,3.36034256399085,3.0793607258217097
31075,Oregon,US,"Oregon, US",2.1679063389538267,5.6254463749869625,1.0191610690362012,5.459433067461881,6.5034837263770084,4.888281542028729,14.70142087064028,15.702430308626356,3.0207407144662883,6.4050065178014925
31188,Pennsylvania,US,"Pennsylvania, US",0.9383791131095967,16.25548014765829,0.9923629202272226,29.90865651865347,13.192099203020483,5.722962794024077,17.577058648124716,26.809321636761368,3.7599604234811235,26.24892155669024
31301,Puerto Rico,US,"Puerto Rico, US",4.232048303229819,14.595014085004198,5.578376170985758,2.8814290957478166,78.25511930686744,74.90019713120603,14.859102596843949,17.203902566187086,5.328255783821983,7.135409013438146
31414,Rhode Island,US,"Rhode Island, US",23.589986500214597,5.5334589328536,2.0483873948231146,14.222816594804282,45.214871068173224,37.39830060557259,24.886080189297743,25.539651767370597,15.687552257725446,25.61897808734247
31527,South Carolina,US,"South Carolina, US",0.7734039756149294,14.934818339143566,0.5956772410674961,13.549692198693577,12.46526171888689,6.9397290232721645,16.070868234683196,25.794494791961547,2.863012919985921,12.313557218651598
31640,South Dakota,US,"South Dakota, US",3.170102154164399,30.98931823724077,6.071324555315238,25.004536524677945,31.300720853969548,7.977351958421027,19.569638932656893,30.98931823724077,12.382059512363426,25.786625093394516
31753,Tennessee,US,"Tennessee, US",9.03242882468435,3.7511697755458764,6.898396190329646,0.914622147105926,25.035657338918515,41.397145929086854,20.682217278196934,15.288374320806339,9.412065172274476,10.29335915644399
31866,Texas,US,"Texas, US",8.634038610377411,13.486498578668336,5.060740915259486,6.443920491047776,4.513147869616978,1.1278333036417474,19.21781030714876,21.38408962245698,2.340183463691699,6.444162743859749
31979,Utah,US,"Utah, US",8.220962064485397,12.779461676631273,3.3148944534776335,6.383058077105132,22.15462111185255,13.26945446090495,19.67889588990701,23.984510494680368,6.250235304560202,17.252567542289814
32092,Vermont,US,"Vermont, US",1.2006000371985246,9.996671393446615,6.240049919527194,7.864863395828555,7.41827130210542,3.0126364438361115,4.175301455000593,12.06231401425047,24.381888060877284,5.561400589440392
32205,Virgin Islands,US,"Virgin Islands, US",7.103455800758825,13.205128205128206,1.8408653190309467,23.46153846153846,4.615657749435288,4.700854700854702,7.89783624889292,13.205128205128206,9.65131693024251,15.598290598290601
32318,Virginia,US,"Virginia, US",7.289776988222458,9.059101353715175,5.669063646009902,5.140637184769797,5.48386444126047,2.9798329826556462,25.9828921673403,27.93873711281949,14.30109865265525,23.098943612741234
32431,Washington,US,"Washington, US",4.445126180119391,0.6318474670731272,9.507196277683757,3.8416796056001012,32.17858340385763,26.673110210843458,9.320522681123027,12.186490114204885,8.766540226578295,7.96901685153786
32544,West Virginia,US,"West Virginia, US",10.848393858591685,12.034391989657875,17.06633514627264,4.447498776600357,111.97837872804976,38.681219799782404,12.565141279211783,31.324415715675162,9.125379546818497,33.68901662192537
32657,Wisconsin,US,"Wisconsin, US",8.807260895792513,5.8437715812340185,8.266783257160801,0.7086407579958202,1.5017248764967315,9.509559652573579,21.611060839525575,17.366061386296757,9.182921723740419,6.842306392382766
32770,Wyoming,US,"Wyoming, US",20.58578334302543,50.53763440860213,17.651749623187634,26.036866359447007,17.384857583214604,45.46850998463901,24.255585616850173,50.53763440860213,12.440725666629678,inf
32883,,Uganda,Uganda,20.97683406335905,,21.804997230178465,,20.810410782259424,,20.810410782259424,,16.369100920068625,
32996,,Ukraine,Ukraine,10.225942649623132,8.067994197478415,5.307827127135554,6.722662844976067,20.339947000697986,21.867554447754692,26.29292409195949,25.756779209943314,20.689880889412198,14.387207392548381
33109,,United Arab Emirates,United Arab Emirates,13.284711009854563,25.170114966255603,11.447940100312627,19.28845054047179,4.538697291061562,18.587221919068337,25.546181454964067,32.64092902179935,11.310886054103495,30.678002050968505
33222,Anguilla,United Kingdom,"Anguilla, United Kingdom",0.0,,7.936507936507938,,0.0,,0.0,,2.380952380952381,
33335,Bermuda,United Kingdom,"Bermuda, United Kingdom",4.385768199181174,11.920426065162903,10.417131631064992,3.9191729323308264,22.92083028506675,26.34711779448622,12.339680888094035,11.920426065162903,11.093773020861317,inf
33448,British Virgin Islands,United Kingdom,"British Virgin Islands, United Kingdom",19.27437641723356,0.0,11.224489795918368,96.0,87.97052154195009,292.0,19.27437641723356,0.0,20.345804988662135,92.0
33561,Cayman Islands,United Kingdom,"Cayman Islands, United Kingdom",8.193348645813927,0.0,4.524637528971688,0.0,1.68176140378054,0.0,10.117491854551396,0.0,14.501865008620424,0.0
33674,Channel Islands,United Kingdom,"Channel Islands, United Kingdom",1.8963685999053361,22.74838544590477,7.695924112074241,6.319555341098794,15.975310225588585,11.752659628791916,4.740115080204852,23.89599292673399,23.701904027974216,14.536462223111126
33787,Falkland Islands (Malvinas),United Kingdom,"Falkland Islands (Malvinas), United Kingdom",7.900641025641023,,18.390151515151516,,85.25786713286713,,7.900641025641023,,49.695221445221435,
33900,Gibraltar,United Kingdom,"Gibraltar, United Kingdom",2.9874687166403775,,1.6747329702705218,,3.171962637713917,,3.7292765426941985,,16.630038043795473,
34013,Isle of Man,United Kingdom,"Isle of Man, United Kingdom",4.687540325355324,23.73269817369196,16.029665351297854,13.725858481293265,14.220319680314692,33.475443207586075,3.561217323170751,38.827729378971625,29.310747539718324,52.86354748311268
34126,Montserrat,United Kingdom,"Montserrat, United Kingdom",0.0,100.0,15.800865800865799,100.0,0.0,100.0,0.0,100.0,34.35064935064935,100.0
34239,Turks and Caicos Islands,United Kingdom,"Turks and Caicos Islands, United Kingdom",3.373015873015872,0.0,13.834776334776336,0.0,3.373015873015872,0.0,3.373015873015872,0.0,24.87373737373737,58.97435897435898
34352,,United Kingdom,United Kingdom,1.1216184462733585,16.990073616476238,3.5733310667207254,14.479779623797928,15.065787848369746,16.798871137816292,17.386210777189433,29.155933464847255,1.6883671906158155,10.471323220790207
34465,,Uruguay,Uruguay,7.85699725272507,13.580748088709166,4.505988886887828,4.771434889745373,4.333353000122463,11.22342504253163,11.465566177152944,20.57437009891676,2.4929284651237196,6.79250647627472
34578,,Uzbekistan,Uzbekistan,4.282524915934389,18.17408781694497,10.839315866620918,12.180821823678967,21.349645604539365,7.848983027554455,13.618299467315007,23.65792276506562,16.565090878670098,12.4189170617742
34691,,Venezuela,Venezuela,15.221843932805857,6.279761904761908,20.0808334503285,3.988095238095239,222.92334336783927,324.2824074074074,14.707386471899673,6.279761904761908,13.018646676468105,21.765400604686324
34804,,Vietnam,Vietnam,1.4215671918623944,,1.182532361037896,,1.1555333215023693,,1.4215671918623944,,6.9722365990682755,
34917,,West Bank and Gaza,West Bank and Gaza,32.30963019835755,29.761904761904763,54.31896365336851,58.333333333333336,76.23857706912163,102.38095238095238,17.796903346041347,29.761904761904763,45.055693915244404,44.047619047619044
35030,,Western Sahara,Western Sahara,0.0,,8.11965811965812,,0.0,,0.0,,inf,
35143,,Zambia,Zambia,11.29396203718615,8.588435374149658,7.921475795946531,15.164399092970521,35.21064677553852,116.69501133786846,26.834886491497677,8.588435374149658,28.443105677980785,8.758503401360542
35256,,Zimbabwe,Zimbabwe,8.361529825731413,13.095238095238097,10.702236826830799,4.166666666666666,28.653115174107803,30.555555555555554,13.410363888763671,13.095238095238097,12.646299936403663,27.579365079365083
