,State,Country,Region,sarimaI_CC,sarimaI_F,HWI_CC,HWI_F,LRI_CC,LRI_F,LGBMI_CC,LGBMI_F,PROPHET_CC,PROPHET_F
0,,Afghanistan,Afghanistan,638.547619047619,20.452380952380953,588.3571428571429,13.452380952380953,470.95238095238096,9.619047619047619,960.1190476190476,25.857142857142858,693.952380952381,15.119047619047619
113,,Albania,Albania,65.45238095238095,1.0238095238095237,20.476190476190474,0.42857142857142855,13.30952380952381,3.357142857142857,119.23809523809524,2.0476190476190474,19.61904761904762,3.0
226,,Algeria,Algeria,393.2142857142857,13.928571428571429,221.28571428571428,3.5476190476190474,592.3809523809524,177.0,966.2857142857143,45.333333333333336,355.9761904761905,107.47619047619048
339,,Andorra,Andorra,48.73809523809524,2.1904761904761907,58.476190476190474,2.8095238095238093,71.71428571428571,0.42857142857142855,17.30952380952381,4.119047619047619,131.07142857142858,6.0476190476190474
452,,Angola,Angola,3.738095238095238,0.0,1.5476190476190477,0.047619047619047616,87.78571428571429,7.785714285714286,5.119047619047619,0.0,2.261904761904762,0.0
565,,Antigua and Barbuda,Antigua and Barbuda,0.8333333333333334,0.0,3.0,0.8095238095238095,0.8333333333333334,0.0,0.8333333333333334,0.0,7.261904761904762,1.6666666666666667
678,,Argentina,Argentina,306.1904761904762,32.523809523809526,306.3333333333333,19.5,92.95238095238095,13.833333333333334,1051.4285714285713,58.76190476190476,377.73809523809524,16.30952380952381
791,,Armenia,Armenia,348.64285714285717,7.404761904761905,290.14285714285717,2.4047619047619047,28.785714285714285,1.5238095238095237,600.1904761904761,8.404761904761905,373.0238095238095,2.1904761904761907
904,Australian Capital Territory,Australia,"Australian Capital Territory, Australia",1.7380952380952381,0.0,1.7380952380952381,0.5952380952380952,1.7380952380952381,0.0,1.7380952380952381,0.0,8.261904761904763,0.7142857142857143
1017,New South Wales,Australia,"New South Wales, Australia",23.404761904761905,7.261904761904762,14.666666666666666,4.857142857142857,7.5476190476190474,6.833333333333333,55.54761904761905,7.261904761904762,316.1666666666667,2.4761904761904763
1130,Northern Territory,Australia,"Northern Territory, Australia",0.30952380952380953,0.0,0.30952380952380953,0.0,0.30952380952380953,0.0,0.30952380952380953,0.0,4.023809523809524,0.0
1243,Queensland,Australia,"Queensland, Australia",3.5952380952380953,0.0,6.071428571428571,1.2857142857142858,8.404761904761905,0.0,12.476190476190476,0.0,89.28571428571429,0.9047619047619048
1356,South Australia,Australia,"South Australia, Australia",0.5952380952380952,0.0,0.9523809523809523,0.0,0.8571428571428571,0.0,1.7857142857142858,0.0,32.19047619047619,2.9285714285714284
1469,Tasmania,Australia,"Tasmania, Australia",13.095238095238095,2.0952380952380953,19.071428571428573,0.5952380952380952,15.619047619047619,1.2619047619047619,22.333333333333332,2.5476190476190474,36.976190476190474,0.6904761904761905
1582,Victoria,Australia,"Victoria, Australia",16.761904761904763,1.8095238095238095,13.380952380952381,0.7619047619047619,20.238095238095237,1.4761904761904763,49.976190476190474,1.8095238095238095,111.35714285714286,3.9761904761904763
1695,Western Australia,Australia,"Western Australia, Australia",9.80952380952381,0.7380952380952381,13.023809523809524,0.5238095238095238,10.380952380952381,0.5952380952380952,5.357142857142857,0.7380952380952381,74.52380952380952,2.1666666666666665
1808,,Austria,Austria,39.476190476190474,20.333333333333332,175.71428571428572,20.261904761904763,163.45238095238096,52.666666666666664,410.92857142857144,70.35714285714286,1562.952380952381,72.85714285714286
1921,,Azerbaijan,Azerbaijan,172.0952380952381,4.5,99.80952380952381,5.5,72.26190476190476,0.6428571428571429,322.95238095238096,3.5952380952380953,192.52380952380952,1.0238095238095237
2034,,Bahamas,Bahamas,9.5,0.5,5.595238095238095,0.8571428571428571,7.857142857142857,0.47619047619047616,15.547619047619047,1.0,3.5952380952380953,3.5952380952380953
2147,,Bahrain,Bahrain,679.9761904761905,0.5714285714285714,356.0238095238095,0.47619047619047616,202.23809523809524,2.119047619047619,909.3571428571429,0.5714285714285714,421.76190476190476,1.3333333333333333
2260,,Bangladesh,Bangladesh,1880.5714285714287,21.023809523809526,1615.8809523809523,13.761904761904763,3853.9523809523807,237.07142857142858,3833.9285714285716,47.76190476190476,3420.1190476190477,27.80952380952381
2373,,Barbados,Barbados,1.8095238095238095,0.8571428571428571,3.238095238095238,0.2857142857142857,1.9285714285714286,0.8571428571428571,3.1904761904761907,0.8571428571428571,15.547619047619047,2.1904761904761907
2486,,Belarus,Belarus,6131.547619047619,14.238095238095237,5875.071428571428,8.404761904761905,3356.6666666666665,1.3095238095238095,6108.738095238095,27.452380952380953,4135.523809523809,10.023809523809524
2599,,Belgium,Belgium,1344.9285714285713,420.35714285714283,3510.0476190476193,841.0,8505.119047619048,983.6666666666666,5671.452380952381,1109.142857142857,4295.571428571428,923.1190476190476
2712,,Belize,Belize,0.0,0.0,0.38095238095238093,0.35714285714285715,0.0,0.0,0.0,0.0,9.523809523809524,1.380952380952381
2825,,Benin,Benin,55.23809523809524,0.30952380952380953,49.73809523809524,0.30952380952380953,55.23809523809524,0.30952380952380953,55.23809523809524,0.30952380952380953,43.19047619047619,0.35714285714285715
2938,,Bhutan,Bhutan,1.380952380952381,0.0,0.9285714285714286,0.0,1.380952380952381,0.0,1.380952380952381,0.0,1.3095238095238095,0.0
3051,,Bolivia,Bolivia,450.85714285714283,22.071428571428573,387.23809523809524,17.261904761904763,294.6904761904762,6.9523809523809526,593.0,25.047619047619047,452.7857142857143,13.738095238095237
